review_id,sales_id,purchase_date,item_name,promo_code,promo_name,total_price,price_after_promo,quantity
646,6058,2022-07-19,"Jaket Tactical Pria Jaket Tad Free Logo Indonesia Garuda Anti Angin - Crem, M",2,GRATIS_ONGKIR,249800,244800,2
648,6060,2022-07-24,"MSMO Bram Cardigan Pria / Outer Cowo - BW, M",2,GRATIS_ONGKIR,477000,472000,3
650,6062,2022-07-13,Hoodie Jumper Jaket Sweater Polos Unisex - Abu Muda,2,GRATIS_ONGKIR,112000,107000,2
652,6064,2022-07-30,Regulator Winn Gas W-900 M Double Lock (Dengan Meteran),2,GRATIS_ONGKIR,97500,92500,1
654,6066,2022-07-23,"Rompi Kain Katun Pria - Rompi lapangan - Rompi outdoor Murah - Khaki, L",2,GRATIS_ONGKIR,139000,134000,2
657,6069,2022-07-22,"Jaket Parka Wanita Lazea Muslimah Hijabers A104 - Mustard, L",2,GRATIS_ONGKIR,129270,124270,1
658,6070,2022-07-10,CELANA TACTICAL PASPAMPRES ORIGINAL DESAIN,2,GRATIS_ONGKIR,780000,775000,3
659,6071,2022-07-19,THOME Timbangan Dapur Digital 10kg /QUALITY Kitchen Scale Kue Makanan - Black,2,GRATIS_ONGKIR,84750,79750,1
660,6072,2022-07-26,Cover Kulkas / Sarung Penutup Kulkas / Taplak Kulkas - Motif Minimalis - K-54,2,GRATIS_ONGKIR,35000,30000,1
661,6073,2022-07-08,KARET GAS/Seal Karet Tabung Alat Pengaman Gas LPG Klep Tabung Silicon,2,GRATIS_ONGKIR,6600,1600,2
663,6075,2022-07-19,Timbangan Kopi Bumbu Dapur Emas Digital Kitchen Scale 1kg 0.1g i-2000,2,GRATIS_ONGKIR,52000,47000,1
664,6076,2022-07-22,Luxcrime Ulti-Matte Oil Control Setting Spray - 50 ml,2,GRATIS_ONGKIR,218040,213040,3
665,6077,2022-07-27,BEROTEC MDI 100 MCG INHALER,2,GRATIS_ONGKIR,98969,93969,1
669,6081,2022-07-25,O.TWO.O Pore Invisible Soft Matte Focus Makeup Base Primer Cream,2,GRATIS_ONGKIR,159000,154000,3
670,6082,2022-07-03,"ZESTMAG Madu Herbal Obat Maag, GERD Asam Lambung, Madu Magh Pencernaan",2,GRATIS_ONGKIR,435000,430000,3
620,6032,2022-07-09,Blazer Wanita / Blazer Big Size / Blazer Eta - Abu-abu,0,,49400,,1
623,6035,2022-07-24,Timbangan Digital Benz BZ 030 30kg - 40kg / Barang Buah Sayur Laundry,0,,599998,,2
626,6038,2022-07-06,"Rompi Kain Katun Pria - Rompi lapangan - Rompi outdoor Murah - Khaki, L",0,,139000,,2
627,6039,2022-07-26,Paracetamol 500 Mg Strip 10 Kaplet - Pereda Nyeri dan Demam,0,,5550,,3
628,6040,2022-07-06,XENICAL 120 MG blister 21 kAPSUL,0,,493000,,2
629,6041,2022-07-29,"Jaket jubah pria wanita/ Jaket musim dingin/ Jaket musim salju - Hitam, S",0,,295850,,1
638,6050,2022-07-26,KARET GAS/Seal Karet Tabung Alat Pengaman Gas LPG Klep Tabung Silicon,0,,3300,,1
639,6051,2022-07-18,LIVEHAF - Trucker Canvas Jacket Light Cream - M,0,,199999,,1
642,6054,2022-07-08,DUMA x NAGITA - CHAI BLAZER SHIRT NAVY,0,,1350000,,2
643,6055,2022-07-05,"Lalulaku Timbangan Mini Digital Kopi Emas Bumbu Dapur / Scale 3KG 0,1g",0,,43000,,1
644,6056,2022-07-29,Alat Label Harga / Price Label Origin 5500,0,,93300,,3
647,6059,2022-07-30,SOMETHINC Under Control HD Blur Loose Setting Powder - Beige,0,,115000,,1
649,6061,2022-07-26,BENZ BZ-030 Timbangan Duduk Digital 30 Kg - Buah Sayur Laundry Scale,0,,299999,,1
651,6063,2022-07-20,Obat Herbal Sipilis - Kencing Nanah - Gonore Ampuh Triganos Bharata,0,,550000,,2
653,6065,2022-07-01,sedimen filter 10 inch / cartridge filter / spoon filter KOLON - 10 Micron,0,,17400,,3
655,6067,2022-07-30,Blazer Wanita / Blazer Big Size / Blazer Eta - Abu-abu,0,,148200,,3
656,6068,2022-07-14,Paracetamol 500 Mg Strip 10 Kaplet - Pereda Nyeri dan Demam,0,,1850,,1
662,6074,2022-07-03,Timbangan Emas Digital Mini Kapasitas 0.1g/500g 0.01gr/200gram - 0.1g/500g,0,,30999,,1
666,6078,2022-07-17,Nota CO Live 1KG 141K-199K - 141.000,0,,141000,,1
667,6079,2022-07-13,JAKET PREPP STUDIO HARRINGTON JACKET BLACK - L,0,,438000,,2
668,6080,2022-07-03,Obat Herbal Sipilis - Kencing Nanah - Gonore Ampuh Triganos Bharata,0,,825000,,3
672,6084,2022-07-02,"Outer Sweater Cardigan Fashionable Baju Atasan Wanita Import - Arowood, M",0,,194000,,2
673,6085,2022-07-25,YOU NoutriWear+ Airy Fit Loose Powder - Classic Ivory,0,,131400,,2
674,6086,2022-07-13,ATORVASTATIN 10MG TABLET 10'S gen-hj/KOLESTEROL/LEMAK DARAH,0,,29600,,2
675,6087,2022-07-23,"Jaket pria kantor formal casual TRENDY - Abu-abu, S",0,,130000,,1
676,6088,2022-07-09,Mesin Label Harga Alat Tembak joyko MX 5500 M / 1 baris /price - GUN XEHO LABEL,0,,64020,,1
679,6091,2022-07-24,"Jaket pria kantor formal casual TRENDY - Abu-abu, S",0,,130000,,1
671,6083,2022-07-20,MAKE OVER Ultra Cover Liquid Matt Foundation 33 ml - Matte Foundation - 02 Pink Shade,2,GRATIS_ONGKIR,270580,265580,2
677,6089,2022-07-15,JAKET PREPP STUDIO HARRINGTON JACKET BLACK - L,2,GRATIS_ONGKIR,657000,652000,3
678,6090,2022-07-23,"CLOUWNY - Denis Jacket Premium Canvas Twill Jaket Unisex Casual - Brick, XXL",2,GRATIS_ONGKIR,378000,373000,2
684,6096,2022-07-09,BEROTEC MDI 100 MCG INHALER,2,GRATIS_ONGKIR,296907,291907,3
686,6098,2022-07-01,ErJu Timbangan Dapur Mini Digital Platform Scale 1kg 0.1g,2,GRATIS_ONGKIR,110000,105000,2
687,6099,2022-07-25,L'Oreal Paris Infallible 24H Matte Cover Foundation - 147 Neutral Bei,2,GRATIS_ONGKIR,166500,161500,1
688,6100,2022-07-30,SUNISA Air cushian foundation BB cream BERKUALITAS - natural,2,GRATIS_ONGKIR,19500,14500,1
692,6104,2022-07-16,TURTLENECK (kerah keriting) Baju Rajut Halus Kaos Import Wanita Lengan - Cream,2,GRATIS_ONGKIR,69000,64000,1
694,6106,2022-07-17,Jaket Wanita Bahan Rajut Import Terkini - Putih,2,GRATIS_ONGKIR,310000,305000,2
696,6108,2022-07-22,"Kartu Nama 2 Sisi Dengan Laminating - GLOSSY, PTG LANCIP",2,GRATIS_ONGKIR,59999,54999,1
698,6110,2022-07-06,"Lalulaku Timbangan Mini Digital Kopi Emas Bumbu Dapur / Scale 3KG 0,1g",2,GRATIS_ONGKIR,86000,81000,2
700,6112,2022-07-21,Kartu Proximity RFID EM Card 125KHz,2,GRATIS_ONGKIR,5070,70,3
701,6113,2022-07-09,LIVEHAF - Trucker Canvas Jacket Black - L,2,GRATIS_ONGKIR,599997,594997,3
704,6116,2022-07-05,ACE - Krisbow Mesin Penghancur Kertas S215,2,GRATIS_ONGKIR,2097000,2092000,3
706,6118,2022-07-20,CLOPIDOGREL OGB DEXA MEDICA 75 MG BOX 30 TABLET,2,GRATIS_ONGKIR,53500,48500,2
707,6119,2022-07-24,OUTER WANITA CARDIGAN WANITA OUTER KIYOWO MOTIF LENGAN PANJANG BALON - navy,2,GRATIS_ONGKIR,60000,55000,2
708,6120,2022-07-29,PARIET 20 MG BOX 14 TABLET,2,GRATIS_ONGKIR,269425,264425,1
710,6122,2022-07-16,YOU Noutriwear+ Flawless Cushion Foundation - REFILL-N508,2,GRATIS_ONGKIR,198000,193000,2
712,6124,2022-07-18,Callusol 10ml / obat kapalan / obat kutil / obat kulit mengeras,2,GRATIS_ONGKIR,31000,26000,1
713,6125,2022-07-25,NaCl 500 ml ( Sodium Chloride Solution for infusion 0.9% ) [BOTOL],2,GRATIS_ONGKIR,18400,13400,2
714,6126,2022-07-13,STERIMAR BABY NASAL SPRAY 50ML / BAYI / OBAT BAYI / BATUK / FLU,2,GRATIS_ONGKIR,478800,473800,3
715,6127,2022-07-15,Money Detector model 318 biru Lampu UV deteksi uang palsu Pengecek - Bohlam,2,GRATIS_ONGKIR,192000,187000,3
718,6130,2022-07-08,SELANG PAKET REGULATOR PSFR WINN GAS W 900 METER DOUBLE LOCK,2,GRATIS_ONGKIR,405000,400000,3
719,6131,2022-07-03,"SWEATER POLOS PRIA BAHAN RAJUT LONG NECK KERAH TINGGI TURTLE NECK - Hitam, M setara L",2,GRATIS_ONGKIR,228000,223000,3
720,6132,2022-07-14,LO HAN KUO LOHANKUO LOHAN KUO INFUSION SSA,2,GRATIS_ONGKIR,43000,38000,2
721,6133,2022-07-09,Mesin Hitung & Deteksi Uang Kertas Rupiah CashTek ST-6230,2,GRATIS_ONGKIR,5970000,5965000,3
726,6138,2022-07-06,GLIMEPIRIDE HEXPHARM 2 MG BOX 100 TABLET,2,GRATIS_ONGKIR,65172,60172,3
729,6141,2022-07-08,CELANA TACTICAL PASPAMPRES ORIGINAL DESAIN,2,GRATIS_ONGKIR,780000,775000,3
735,6147,2022-07-04,"Jaket pria musim dingin long coat/mantel musim dingin tebal - Abu muda, S",2,GRATIS_ONGKIR,387600,382600,2
737,6149,2022-07-08,LO HAN KUO INFUSION / MINUMAN PENYEGAR/ PANAS DALAM / BATUK,2,GRATIS_ONGKIR,49000,44000,2
680,6092,2022-07-11,Filter air siap minum buat rumah tangga Nazava Murni,0,,1128000,,3
681,6093,2022-07-06,REGULATOR WINN GAS LPG Tekanan Tinggi High Pressure w 181 nm,0,,131000,,2
682,6094,2022-07-14,KARET GAS/Seal Karet Tabung Alat Pengaman Gas LPG Klep Tabung Silicon,0,,3300,,1
683,6095,2022-07-26,Mesin Laminating Panas & Dingin A4/F4 (240 mm) - LME001A4 - Surabaya,0,,599700,,3
685,6097,2022-07-13,"Jaket pria musim dingin long coat/mantel musim dingin tebal - Abu muda, S",0,,581400,,3
689,6101,2022-07-13,SCABIMITE CREAM 30GR,0,,143400,,2
690,6102,2022-07-29,Sanken Dispenser Galon Bawah Low Watt HWD-C535IC HWD 535IC,0,,4317000,,3
691,6103,2022-07-09,PLASTIK LAMINATING A4 / LAMINATING A4 AMANDA 100 micron,0,,236370,,3
693,6105,2022-07-27,PINKFLASH OhMyBreath Liquid Concealer Tahan Air Tahan Lama PFF04 - 1,0,,68700,,3
695,6107,2022-07-20,Royalmix Kapsul Kutuk Albumin Ekstrak Ikan Gabus utk Luka cepat sembuh,0,,690000,,3
697,6109,2022-07-17,"Stelan Camo Hunting Berburu Motif Pohon Baju Berburu Samaran Kamuflase - Realtree, M",0,,130000,,2
699,6111,2022-07-01,YOU Noutriwear+ Flawless Cushion Foundation - REFILL-N508,0,,198000,,2
702,6114,2022-07-14,"JAKET PARKA BB - JAKET PARKA BOLAK BALIK WANITA - Navy maroon, L",0,,78000,,1
703,6115,2022-07-12,ZENRak penyimpanan 5 tingkat stainless steel rak dapur serbaguna - Silver,0,,279000,,1
705,6117,2022-07-28,REGROU FORTE 30 ML/MINOXIDIL/KEBOTAKAN/PENUMBUH RAMBUT,0,,112500,,1
709,6121,2022-07-13,CARDIGAN BRUKAT || OUTER BRUKAT LENGAN BALON - Coksu,0,,39900,,1
711,6123,2022-07-04,Lalulaku Timbangan Buah Digital Scale Double Computing 40kg,0,,436000,,2
716,6128,2022-07-03,Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935,0,,231000,,1
717,6129,2022-07-28,"Jaket Puffer X Urband Dreamer Cyborg - Marun, M",0,,250200,,2
722,6134,2022-07-11,Aerostreet Windbreaker Jaxton Jacket Abu Muda IBAAA - L,0,,449700,,3
723,6135,2022-07-22,"JAKET WANITA JAKET PARKA JAKET SEMI PARKA ORIGINAL - SANDANGMAS MULYA - Blazer Abu, M",0,,260000,,2
724,6136,2022-07-06,"jaket rompi motor parasut - hitam, M - Hitam, M",0,,39500,,1
725,6137,2022-07-30,"Parayu - Jas Blazer Wanita Kancing Satu Formal Kantoran - Hitam, M",0,,162500,,1
727,6139,2022-07-29,"CARTEXBLANCHE CRTX Hoodie Jumper Unisex M - XXL ( BORDIR ) - Beige, M",0,,93980,,1
728,6140,2022-07-21,Pompa Galon Air Elektrik B14 Water Dispenser Electric Pump Automatic,0,,220000,,2
730,6142,2022-07-13,MAKE OVER Powerstay Matte Powder Foundation 12 g - Bedak Padat - C31 Pink Beige,0,,299300,,2
731,6143,2022-07-23,Baseus Wireless Orange Dot Pointer Laser Merah Presentasi Kerja Kantor - GREY,0,,338000,,2
738,6150,2022-07-24,Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935,2,GRATIS_ONGKIR,231000,226000,1
739,6151,2022-07-03,Deli Penghancur Kertas Paper Shredder Kapasitas 6 Lembar 12 Ltr E9945,2,GRATIS_ONGKIR,490000,485000,1
744,6156,2022-07-05,FUFANG EJIAO JIANG 12 BOTOL KEMASAN BARU!! OBAT DEMAM BERDARAH,2,GRATIS_ONGKIR,435998,430998,2
746,6158,2022-07-19,ESQA Highlighter - Mykonos,2,GRATIS_ONGKIR,76000,71000,1
747,6159,2022-07-14,Kartu Proximity RFID EM Card 125KHz,2,GRATIS_ONGKIR,3380,-1620,2
749,6161,2022-07-03,ACE - Krisbow Mesin Penghancur Kertas S215,2,GRATIS_ONGKIR,699000,694000,1
750,6162,2022-07-18,SOMETHINC WAKE ME UP HD Blur Full High Coverage Concealer - Ivory,2,GRATIS_ONGKIR,64150,59150,1
752,6164,2022-07-23,MESIN ABSENSI / MESIN ABSEN / SIDIK JARI / FINGER PRINT A3 - Mesin Absen,2,GRATIS_ONGKIR,1200000,1195000,3
753,6165,2022-07-26,PROSTACOM 5 MG BOX 30 TABLET,2,GRATIS_ONGKIR,135140,130140,2
754,6166,2022-07-09,STUDIO TROPIK DreamSetter Glowy Make-up Setting Spray - 130 ml,2,GRATIS_ONGKIR,472500,467500,3
755,6167,2022-07-23,Senter Jarak Jauh Presentasi Rechargeable Green Laser Pointer 303,2,GRATIS_ONGKIR,112000,107000,2
756,6168,2022-07-11,Regulator Winn Gas W-900 M Double Lock (Dengan Meteran),2,GRATIS_ONGKIR,292500,287500,3
757,6169,2022-07-19,BLP - Face Concealer - 5g - Corrector - Honey,2,GRATIS_ONGKIR,278000,273000,2
759,6171,2022-07-12,Studio Tropik: Balance Priming Water - 150 ml,2,GRATIS_ONGKIR,84150,79150,1
763,6175,2022-07-06,"Cammomile Blazer wanita tpj 1904061 - WhiteV8, S",2,GRATIS_ONGKIR,109000,104000,1
767,6179,2022-07-28,Mesin Label Harga Alat Tembak joyko MX 5500 M / 1 baris /price - GUN XEHO LABEL,2,GRATIS_ONGKIR,192060,187060,3
769,6181,2022-07-30,"BAJU LEHER TINGGI POLOS LENGAN TANGAN PANJANG TURTLENECK WANITA CEWEK - Kuning Kubus, S",2,GRATIS_ONGKIR,42000,37000,1
770,6182,2022-07-17,Takabb Handy PackThailand/Takabb cough untuk sakit tenggorokan - ORIGINAL,2,GRATIS_ONGKIR,51000,46000,2
771,6183,2022-07-30,Starcam Regulator Gas LPG Non-Meter SC-23S Tekanan Rendah,2,GRATIS_ONGKIR,170000,165000,2
773,6185,2022-07-22,GEA HALLEY W Dispenser Galon Bawah - Hitam,2,GRATIS_ONGKIR,1659000,1654000,1
775,6187,2022-07-15,Luxcrime Blur & Cover Two Way Cake in Custard - Mini size 4.5gr,2,GRATIS_ONGKIR,218040,213040,3
776,6188,2022-07-03,"Jaket Tactical Pria Jaket Tad Free Logo Indonesia Garuda Anti Angin - Crem, M",2,GRATIS_ONGKIR,374700,369700,3
778,6190,2022-07-23,"Vest Rompi Jas Pria Formal Kerja Kantor Premium High Quality - Hitam, XXL",2,GRATIS_ONGKIR,169000,164000,1
779,6191,2022-07-26,Money Detector model 318 biru Lampu UV deteksi uang palsu Pengecek - Bohlam,2,GRATIS_ONGKIR,64000,59000,1
780,6192,2022-07-17,MICROLAX 3 X 5 ML,2,GRATIS_ONGKIR,99150,94150,2
785,6197,2022-07-11,Tap Smart Pompa Galon Electric Dispenser Air Minum Water Pump Elektrik,2,GRATIS_ONGKIR,137776,132776,2
788,6200,2022-07-08,MESIN ABSENSI / MESIN ABSEN / SIDIK JARI / FINGER PRINT A3 - Mesin Absen,2,GRATIS_ONGKIR,400000,395000,1
790,6202,2022-07-18,"Jaket pria musim dingin long coat/mantel musim dingin tebal - Abu muda, S",2,GRATIS_ONGKIR,581400,576400,3
742,6154,2022-07-12,CHESS OUTER CARDIGAN MSMO - Putih,0,,105000,,1
743,6155,2022-07-17,Senter Jarak Jauh Presentasi Rechargeable Green Laser Pointer 303,0,,112000,,2
745,6157,2022-07-27,Fingerprint ICON 16 Mesin Absensi Sidik Jari SSR Original,0,,415000,,1
748,6160,2022-07-22,"COMFY JACKET PRIA ORIGINAL PREMIUM - JAKET BOOMBER COMFY UNISEX - Hitam, S",0,,65000,,1
751,6163,2022-07-07,Mesin Label Harga Alat Tembak joyko MX 5500 M / 1 baris /price - GUN XEHO LABEL,0,,128040,,2
758,6170,2022-07-02,AMLODIPINE BESILATE HEXPHARM 5 MG BOX 100 TABLET,0,,24250,,1
760,6172,2022-07-21,Aerostreet Windbreaker Jaxton Jacket Abu Muda IBAAA - L,0,,299800,,2
761,6173,2022-07-24,ESQA Flawless Liquid Mini Concealer - Vanilla,0,,90000,,2
762,6174,2022-07-01,mGanik Multigrain Obat Penurun Gula Darah Kencing Manis ORIGINAL - Multigrain,0,,550000,,2
764,6176,2022-07-07,Tap Smart Pompa Galon Electric Dispenser Air Minum Water Pump Elektrik,0,,137776,,2
765,6177,2022-07-16,Ros All Day The Realest Lightweight Essence Cushion - Beige,0,,290000,,2
766,6178,2022-07-03,BLP - Face Concealer - 5g - Corrector - Honey,0,,278000,,2
768,6180,2022-07-17,Takabb Handy PackThailand/Takabb cough untuk sakit tenggorokan - ORIGINAL,0,,51000,,2
772,6184,2022-07-27,Habbatussauda cap kurma ajwa 100 kapsul,0,,73998,,2
774,6186,2022-07-19,"hoodie sweater H&M pria dan wanita/hoodie hnm polos pria wanita - Hitam, M",0,,145000,,2
777,6189,2022-07-10,PROSTACOM 5 MG BOX 30 TABLET,0,,67570,,1
781,6193,2022-07-10,"Cotton Goods Jacket Parka Parasut - ARMY, L",0,,379800,,2
783,6195,2022-07-27,W60 Pompa Galon Elektrik - Water Pump Electric - Pompa Air Elektrik,0,,102000,,3
784,6196,2022-07-06,Timbangan Dapur Mangkok 10KG / Timbangan Digital Kitchen Scale 10KG,0,,62000,,2
786,6198,2022-07-11,"Blazer Kerja Wanita Formal Lengan Panjang Hitam High Quality - Abu, S",0,,65000,,1
787,6199,2022-07-10,MIISOO Pompa Galon elektrik Portable Water Electric Pump - POMPA MIISOO,0,,24900,,1
789,6201,2022-07-22,ANDIN VEST KNIT / ROMPI RAJUT TALI WANITA / ROMPI WANITA TERBARU - MAROON,0,,94500,,3
791,6203,2022-07-16,Outerwear Pria Erigo Hoodie Godfrey Fleece Black - M,0,,390000,,2
795,6207,2022-07-06,"ES Rak Cuci Piring Rak Dapur Rak Serbaguna Rak Meja Multifungsi - Varian 65cm-1, 1 Tingkat",0,,169000,,1
798,6210,2022-07-04,"JAKET WANITA JAKET PARKA JAKET SEMI PARKA ORIGINAL - SANDANGMAS MULYA - Blazer Abu, M",0,,130000,,1
799,6211,2022-07-08,Selang & Regulator Gas Quantum QRL - 032,0,,94000,,1
801,6213,2022-07-08,Starcam Regulator Gas LPG Meter SC-23M Tekanan Rendah,0,,207800,,2
802,6214,2022-07-03,alat pembuka kaleng / can opener / alat pembuka botol / bukaan kaleng,0,,105000,,3
803,6215,2022-07-27,"Jaket pria kantor formal casual TRENDY - Abu-abu, S",0,,260000,,2
792,6204,2022-07-10,Scale Kitchen Timbangan Dapur Digital SF 400 Max 10 KG Bahan Kue camry,2,GRATIS_ONGKIR,30600,25600,1
793,6205,2022-07-06,REGULATOR WINN GAS W181 M LPG Tekanan Tinggi High Pressure + Meteran,2,GRATIS_ONGKIR,224850,219850,3
794,6206,2022-07-24,"Terbaru, Jaket Parasut Original Waterproof - Trov Maron Grey, L",2,GRATIS_ONGKIR,507000,502000,3
796,6208,2022-07-06,STAND MEJA TATAKAN PROJECTOR TRIPOD FULL BESI - TRAY ONLY,2,GRATIS_ONGKIR,220000,215000,2
797,6209,2022-07-24,Maybelline Instant Age Rewind Eraser + Concealer Make Up - Fair,2,GRATIS_ONGKIR,348750,343750,3
800,6212,2022-07-10,CARDIGAN BRUKAT || OUTER BRUKAT LENGAN BALON - Coksu,2,GRATIS_ONGKIR,119700,114700,3
804,6216,2022-07-07,MAKE OVER Ultra Cover Liquid Matt Foundation 33 ml - Matte Foundation - 02 Pink Shade,2,GRATIS_ONGKIR,135290,130290,1
805,6217,2022-07-27,Starco Pompa Air Galon Elektrik Dispenser Rechargeable USB J3 - Stand Hitam,2,GRATIS_ONGKIR,177000,172000,3
806,6218,2022-07-30,GREEN LASER POINTER / LASER HIJAU POINTER / LASER 303,2,GRATIS_ONGKIR,165000,160000,3
807,6219,2022-07-20,"Sweater Candiez Oversize Wanita Sweatshirt Crewneck Switer Terkini - Denim - Mint, L",2,GRATIS_ONGKIR,151500,146500,3
808,6220,2022-08-05,"125kHz LF RFID Proximity Card untuk Absensi, Door Access Kartu Akses",2,GRATIS_ONGKIR,2700,-2300,2
809,6221,2022-08-05,Blazer Wanita Terbaru Casual Bahan Linen Premium LD 100 - Grey,2,GRATIS_ONGKIR,151800,146800,2
812,6224,2022-08-14,ATORVASTATIN 10MG TABLET 10'S gen-hj/KOLESTEROL/LEMAK DARAH,2,GRATIS_ONGKIR,14800,9800,1
815,6227,2022-08-16,Cream Obat Prosiasis Eksim Siku Kepala Gatal Ampuh,2,GRATIS_ONGKIR,525000,520000,3
816,6228,2022-08-09,BAILEY CARDI RAJUT / CROP TOP ANGEL SHIRT CROPPED CARDIGAN - Putih,2,GRATIS_ONGKIR,37900,32900,1
821,6233,2022-08-10,Holder Pengangkat Galon / Alat Angkat Air Galon Double Handle - Hijau,2,GRATIS_ONGKIR,7140,2140,3
823,6235,2022-08-06,Pen Laser Pointer 5mw Warna Merah Beam Laser Merah Pointer Pen Pulpen,2,GRATIS_ONGKIR,36800,31800,2
830,6242,2022-08-11,AMLODIPINE BESILATE KIMIA FARMA 10 MG BOX 50 TABLET,2,GRATIS_ONGKIR,24250,19250,2
832,6244,2022-08-13,125 kHz Clamshell UID RFID Proximity Card Tag Kartu Tebal Lubang,2,GRATIS_ONGKIR,1400,-3600,1
834,6246,2022-08-17,Maybelline Instant Age Rewind Eraser + Concealer Make Up - Fair,8,TUJUHBELASAN,348750,338750,3
836,6248,2022-08-06,"X Urband Absolute Jaket Varsity Waterproof Baseball Bordir A218 - NAVY, M",2,GRATIS_ONGKIR,375000,370000,3
837,6249,2022-08-24,"Jaket Bomber Pria Taslan Tahan Air dan angin Casual simpel - Biru., M",2,GRATIS_ONGKIR,128000,123000,1
838,6250,2022-08-05,HALOLIGHT Luminizing Stick Rollover Reaction - Roseate Glow,2,GRATIS_ONGKIR,267000,262000,3
839,6251,2022-08-20,Deli Mesin Absen Sidik Jari 1000 kapasitas bahasa indonesia E3960,2,GRATIS_ONGKIR,480000,475000,1
843,6255,2022-08-23,ESQA Primer Serum - Gleam,2,GRATIS_ONGKIR,310500,305500,3
845,6257,2022-08-19,"Jaket wanita zipper fleece peach polos sansscollection - peach, M",2,GRATIS_ONGKIR,187200,182200,3
851,6263,2022-08-03,Kain Blazer/Celana Semi Wool Motif Kotak _ Bahan Semi Wool Motif Kotak - No.75,2,GRATIS_ONGKIR,75000,70000,2
852,6264,2022-08-20,Starcam Regulator Gas LPG Non-Meter SC-23S Tekanan Rendah,2,GRATIS_ONGKIR,170000,165000,2
854,6266,2022-08-17,Fingerprint Mesin Absensi Solution P208,8,TUJUHBELASAN,1320000,1310000,3
859,6271,2022-08-16,WATER DISPENSER GEA HALLEY,2,GRATIS_ONGKIR,4950060,4945060,3
864,6276,2022-08-27,"Aerostreet Hoodie Polos Gelap Hoodie Sweater Jumper MAAAA - Hitam, XS",2,GRATIS_ONGKIR,259800,254800,2
810,6222,2022-08-01,MOP - Anti Cakey Lock and Smooth Gripping Primer,0,,537000,,3
811,6223,2022-08-06,Skintific Cover All Perfect Cushion SPF 35 PA+++Foundation Flawless - Ivory- Refill,0,,137000,,1
813,6225,2022-08-06,"Baju Inner Tanpa Lengan Sleeveless - Atasan Daleman Busui / Blazer - Hitam, L",0,,55000,,1
814,6226,2022-08-20,"Outer Sweater Cardigan Fashionable Baju Atasan Wanita Import - Arowood, M",0,,97000,,1
817,6229,2022-08-30,"Cetak Kartu Nama 2 Sisi - Art Carton 190g, Tanpa Laminasi",0,,47000,,2
818,6230,2022-08-18,Super Power Laser Pointer Green Beam (Bahan metal),0,,345000,,3
819,6231,2022-08-31,Obat Herbal Sipilis - Kencing Nanah - Gonore Ampuh Triganos Bharata,0,,275000,,1
820,6232,2022-08-29,"jaket rompi motor parasut - hitam, M - Hitam, M",0,,79000,,2
822,6234,2022-08-26,Hooligans Harrington Jacket Harry 21.1 Black - S,0,,410000,,2
824,6236,2022-08-28,THOME Timbangan Dapur Digital 10kg /QUALITY Kitchen Scale Kue Makanan - Black,0,,254250,,3
825,6237,2022-08-31,Deli Laser Pointer Pen Pointer Presentasi 650 NM 3933,0,,48000,,1
826,6238,2022-08-20,Kartu Pvc Polos Blank iD card bs inkjet Tanpa Chip Thermal Overlay ISO,0,,1575,,3
827,6239,2022-08-22,125 kHz Clamshell UID RFID Proximity Card Tag Kartu Tebal Lubang,0,,2800,,2
828,6240,2022-08-17,Emina Pore Ranger 20 mL - Primer Translucent Matte Samarkan Pori-Pori,0,,154440,,3
829,6241,2022-08-02,Bless Acne Face Powder - IVORY,0,,154500,,2
831,6243,2022-08-24,"Jaket Varsity Dreamer Full Bordir X Urband Absolute - Hitam Polos, S",0,,190000,,2
833,6245,2022-08-26,AMLODIPINE BESILATE KIMIA FARMA 5 MG BOX 50 TABLET,0,,8622,,1
835,6247,2022-08-21,ZHENG GU SHUI 100ML YULIN SARAS SUBUR ABADI,0,,84645,,1
840,6252,2022-08-04,Luxcrime Blur & Cover Two Way Cake in Buttercream - Mini size 4.5gr,0,,72680,,1
841,6253,2022-08-19,Human Greatness Hoodie Black - S,0,,458000,,2
842,6254,2022-08-15,Kartu Absen APEL JERUK / Kartu Kertas Absensi / Kartu Absen Amano,0,,38000,,2
844,6256,2022-08-18,ALEXA BLAZER MSMO - soft mint(roma),0,,278000,,2
846,6258,2022-08-08,KAOS Rajut Wanita Turtleneck Full Leher Ecer - DUSTY PINK,0,,164445,,3
847,6259,2022-08-19,VALENOR 2 TAB 1X2`S,0,,58275,,3
848,6260,2022-08-09,Logitech Spotlight Wireless Presentation Remote - presenter logitech - slate,0,,3030000,,2
865,6277,2022-08-04,COVER TAPLAK KULKAS ANTI AIR - ALAS SARUNG WATERPROOF REFRIGERATOR - Cemara,2,GRATIS_ONGKIR,17900,12900,2
867,6279,2022-08-17,PIXY Concealing Base 4 Beauty Benefits 04 Caramel Beige,2,GRATIS_ONGKIR,32000,27000,1
868,6280,2022-08-06,Maxim Tools Can Opener - Pembuka Kaleng Stainless Steel,2,GRATIS_ONGKIR,166650,161650,3
871,6283,2022-08-06,LIVEHAF - Waze Denim Jacket Black - M,2,GRATIS_ONGKIR,689997,684997,3
873,6285,2022-08-12,YOU Noutriwear+ Flawless Cushion Foundation - REFILL-N508,2,GRATIS_ONGKIR,297000,292000,3
